year,election,jurisdiction,position,candidate,precinct,vote_count,vote_percent
2023,Primary,City of Seattle,Council District No. 5,Bobby J. Tucker,SEA 46-2308,2,1.16
2023,Primary,City of Seattle,Council District No. 5,Bobby J. Tucker,SEA 46-2309,0,0
2023,Primary,City of Seattle,Council District No. 5,Bobby J. Tucker,SEA 46-2310,1,0.48
2023,Primary,City of Seattle,Council District No. 5,Bobby J. Tucker,SEA 46-2311,6,2.68
2023,Primary,City of Seattle,Council District No. 5,Bobby J. Tucker,SEA 46-2313,4,3.39
2023,Primary,City of Seattle,Council District No. 5,Bobby J. Tucker,SEA 46-2314,1,0.57
2023,Primary,City of Seattle,Council District No. 5,Bobby J. Tucker,SEA 46-2316,3,1.7
2023,Primary,City of Seattle,Council District No. 5,Bobby J. Tucker,SEA 46-2317,5,2.59
2023,Primary,City of Seattle,Council District No. 5,Bobby J. Tucker,SEA 46-2318,0,0
2023,Primary,City of Seattle,Council District No. 5,Bobby J. Tucker,SEA 46-2319,4,1.95
2023,Primary,City of Seattle,Council District No. 5,Bobby J. Tucker,SEA 46-2320,3,2.36
2023,Primary,City of Seattle,Council District No. 5,Bobby J. Tucker,SEA 46-2321,2,1.18
2023,Primary,City of Seattle,Council District No. 5,Bobby J. Tucker,SEA 46-2322,0,0
2023,Primary,City of Seattle,Council District No. 5,Bobby J. Tucker,SEA 46-2323,4,1.71
2023,Primary,City of Seattle,Council District No. 5,Bobby J. Tucker,SEA 46-2324,2,1.27
2023,Primary,City of Seattle,Council District No. 5,Bobby J. Tucker,SEA 46-2325,8,4.12
2023,Primary,City of Seattle,Council District No. 5,Bobby J. Tucker,SEA 46-2326,5,2.98
2023,Primary,City of Seattle,Council District No. 5,Bobby J. Tucker,SEA 46-2327,1,1.04
2023,Primary,City of Seattle,Council District No. 5,Bobby J. Tucker,SEA 46-2328,1,0.85
2023,Primary,City of Seattle,Council District No. 5,Bobby J. Tucker,SEA 46-2330,1,0.62
2023,Primary,City of Seattle,Council District No. 5,Bobby J. Tucker,SEA 46-2332,11,10
2023,Primary,City of Seattle,Council District No. 5,Bobby J. Tucker,SEA 46-2333,3,2.26
2023,Primary,City of Seattle,Council District No. 5,Bobby J. Tucker,SEA 46-2334,6,2.4
2023,Primary,City of Seattle,Council District No. 5,Bobby J. Tucker,SEA 46-2335,9,4.19
2023,Primary,City of Seattle,Council District No. 5,Bobby J. Tucker,SEA 46-2336,5,2.06
2023,Primary,City of Seattle,Council District No. 5,Bobby J. Tucker,SEA 46-2337,0,0
2023,Primary,City of Seattle,Council District No. 5,Bobby J. Tucker,SEA 46-2338,7,5.15
2023,Primary,City of Seattle,Council District No. 5,Bobby J. Tucker,SEA 46-2339,0,0
2023,Primary,City of Seattle,Council District No. 5,Bobby J. Tucker,SEA 46-2340,6,2.68
2023,Primary,City of Seattle,Council District No. 5,Bobby J. Tucker,SEA 46-2341,2,0.8
2023,Primary,City of Seattle,Council District No. 5,Bobby J. Tucker,SEA 46-2342,3,1.88
2023,Primary,City of Seattle,Council District No. 5,Bobby J. Tucker,SEA 46-2343,2,1.57
2023,Primary,City of Seattle,Council District No. 5,Bobby J. Tucker,SEA 46-2344,5,3.97
2023,Primary,City of Seattle,Council District No. 5,Bobby J. Tucker,SEA 46-2345,0,0
2023,Primary,City of Seattle,Council District No. 5,Bobby J. Tucker,SEA 46-2346,4,1.76
2023,Primary,City of Seattle,Council District No. 5,Bobby J. Tucker,SEA 46-2347,4,1.83
2023,Primary,City of Seattle,Council District No. 5,Bobby J. Tucker,SEA 46-2348,2,1.55
2023,Primary,City of Seattle,Council District No. 5,Bobby J. Tucker,SEA 46-2349,4,2.84
2023,Primary,City of Seattle,Council District No. 5,Bobby J. Tucker,SEA 46-2350,3,1.96
2023,Primary,City of Seattle,Council District No. 5,Bobby J. Tucker,SEA 46-2351,2,1.52
2023,Primary,City of Seattle,Council District No. 5,Bobby J. Tucker,SEA 46-2352,0,0
2023,Primary,City of Seattle,Council District No. 5,Bobby J. Tucker,SEA 46-2353,3,3.41
2023,Primary,City of Seattle,Council District No. 5,Bobby J. Tucker,SEA 46-2355,2,1.53
2023,Primary,City of Seattle,Council District No. 5,Bobby J. Tucker,SEA 46-2357,3,1.35
2023,Primary,City of Seattle,Council District No. 5,Bobby J. Tucker,SEA 46-2358,5,2.96
2023,Primary,City of Seattle,Council District No. 5,Bobby J. Tucker,SEA 46-2359,6,3.73
2023,Primary,City of Seattle,Council District No. 5,Bobby J. Tucker,SEA 46-2360,3,1.84
2023,Primary,City of Seattle,Council District No. 5,Bobby J. Tucker,SEA 46-2361,3,2.54
2023,Primary,City of Seattle,Council District No. 5,Bobby J. Tucker,SEA 46-2363,0,0
2023,Primary,City of Seattle,Council District No. 5,Bobby J. Tucker,SEA 46-2364,2,1.61
2023,Primary,City of Seattle,Council District No. 5,Bobby J. Tucker,SEA 46-2366,3,1.97
2023,Primary,City of Seattle,Council District No. 5,Bobby J. Tucker,SEA 46-2367,0,0
2023,Primary,City of Seattle,Council District No. 5,Bobby J. Tucker,SEA 46-2369,4,2.31
2023,Primary,City of Seattle,Council District No. 5,Bobby J. Tucker,SEA 46-2370,8,11.59
2023,Primary,City of Seattle,Council District No. 5,Bobby J. Tucker,SEA 46-2371,9,3.24
2023,Primary,City of Seattle,Council District No. 5,Bobby J. Tucker,SEA 46-2373,3,2.21
2023,Primary,City of Seattle,Council District No. 5,Bobby J. Tucker,SEA 46-2379,4,1.77
2023,Primary,City of Seattle,Council District No. 5,Bobby J. Tucker,SEA 46-2500,5,1.73
2023,Primary,City of Seattle,Council District No. 5,Bobby J. Tucker,SEA 46-2537,2,3.64
2023,Primary,City of Seattle,Council District No. 5,Bobby J. Tucker,SEA 46-2619,1,1.18
2023,Primary,City of Seattle,Council District No. 5,Bobby J. Tucker,SEA 46-2796,4,2.76
2023,Primary,City of Seattle,Council District No. 5,Bobby J. Tucker,SEA 46-3252,3,2.03
2023,Primary,City of Seattle,Council District No. 5,Bobby J. Tucker,SEA 46-3677,4,2.67
2023,Primary,City of Seattle,Council District No. 5,Bobby J. Tucker,SEA 46-3728,3,1.46
2023,Primary,City of Seattle,Council District No. 5,Bobby J. Tucker,SEA 46-3815,1,1.15
2023,Primary,City of Seattle,Council District No. 5,Bobby J. Tucker,SEA 46-3959,1,1.15
2023,Primary,City of Seattle,Council District No. 5,Boegart Bibby,SEA 32-2153,5,4.03
2023,Primary,City of Seattle,Council District No. 5,Boegart Bibby,SEA 32-2200,4,2.11
2023,Primary,City of Seattle,Council District No. 5,Boegart Bibby,SEA 32-2201,9,4.39
2023,Primary,City of Seattle,Council District No. 5,Boegart Bibby,SEA 32-2202,2,1.01
2023,Primary,City of Seattle,Council District No. 5,Boegart Bibby,SEA 32-2203,5,2.91
2023,Primary,City of Seattle,Council District No. 5,Boegart Bibby,SEA 32-2204,15,9.26
2023,Primary,City of Seattle,Council District No. 5,Boegart Bibby,SEA 32-2206,6,3.11
2023,Primary,City of Seattle,Council District No. 5,Boegart Bibby,SEA 32-2208,9,5.23
2023,Primary,City of Seattle,Council District No. 5,Boegart Bibby,SEA 32-2209,17,5.96
2023,Primary,City of Seattle,Council District No. 5,Boegart Bibby,SEA 32-2210,9,2.92
2023,Primary,City of Seattle,Council District No. 5,Boegart Bibby,SEA 32-2211,12,5.11
2023,Primary,City of Seattle,Council District No. 5,Boegart Bibby,SEA 32-2215,17,5.41
2023,Primary,City of Seattle,Council District No. 5,Boegart Bibby,SEA 32-2216,8,3.83
2023,Primary,City of Seattle,Council District No. 5,Boegart Bibby,SEA 32-2217,5,2.82
2023,Primary,City of Seattle,Council District No. 5,Boegart Bibby,SEA 32-2218,5,2.31
2023,Primary,City of Seattle,Council District No. 5,Boegart Bibby,SEA 32-2221,4,2.2
2023,Primary,City of Seattle,Council District No. 5,Boegart Bibby,SEA 32-2224,4,2.08
2023,Primary,City of Seattle,Council District No. 5,Boegart Bibby,SEA 32-2539,6,2.11
2023,Primary,City of Seattle,Council District No. 5,Boegart Bibby,SEA 32-3568,5,3.94
2023,Primary,City of Seattle,Council District No. 5,Boegart Bibby,SEA 32-3656,7,3.91
2023,Primary,City of Seattle,Council District No. 5,Boegart Bibby,SEA 32-3746,2,2.04
2023,Primary,City of Seattle,Council District No. 5,Boegart Bibby,SEA 32-3943,5,6.33
2023,Primary,City of Seattle,Council District No. 5,Boegart Bibby,SEA 32-3944,9,8.49
2023,Primary,City of Seattle,Council District No. 5,Boegart Bibby,SEA 36-2125,4,2.27
2023,Primary,City of Seattle,Council District No. 5,Boegart Bibby,SEA 36-2126,10,4.1
2023,Primary,City of Seattle,Council District No. 5,Boegart Bibby,SEA 36-2130,3,2.07
2023,Primary,City of Seattle,Council District No. 5,Boegart Bibby,SEA 36-2131,9,4.89
2023,Primary,City of Seattle,Council District No. 5,Boegart Bibby,SEA 36-2133,8,4.6
2023,Primary,City of Seattle,Council District No. 5,Boegart Bibby,SEA 36-2134,11,5.58
2023,Primary,City of Seattle,Council District No. 5,Boegart Bibby,SEA 36-2517,4,1.74
2023,Primary,City of Seattle,Council District No. 5,Boegart Bibby,SEA 36-2518,7,3.68
2023,Primary,City of Seattle,Council District No. 5,Boegart Bibby,SEA 36-2520,9,4.52
2023,Primary,City of Seattle,Council District No. 5,Boegart Bibby,SEA 36-2523,16,6.37
2023,Primary,City of Seattle,Council District No. 5,Boegart Bibby,SEA 36-2528,14,5.51
2023,Primary,City of Seattle,Council District No. 5,Boegart Bibby,SEA 36-2529,12,5.94
2023,Primary,City of Seattle,Council District No. 5,Boegart Bibby,SEA 36-2532,3,1.47
2023,Primary,City of Seattle,Council District No. 5,Boegart Bibby,SEA 36-2533,5,2.91
2023,Primary,City of Seattle,Council District No. 5,Boegart Bibby,SEA 36-2534,10,5.88
2023,Primary,City of Seattle,Council District No. 5,Boegart Bibby,SEA 36-2535,9,4.39
2023,Primary,City of Seattle,Council District No. 5,Boegart Bibby,SEA 36-2536,5,2.23
2023,Primary,City of Seattle,Council District No. 5,Boegart Bibby,SEA 36-3153,9,4.59
2023,Primary,City of Seattle,Council District No. 5,Boegart Bibby,SEA 36-3744,13,5.65
2023,Primary,City of Seattle,Council District No. 5,Boegart Bibby,SEA 36-3972,4,4.08
2023,Primary,City of Seattle,Council District No. 5,Boegart Bibby,SEA 46-1311,6,4.35
2023,Primary,City of Seattle,Council District No. 5,Boegart Bibby,SEA 46-1400,5,3.31
2023,Primary,City of Seattle,Council District No. 5,Boegart Bibby,SEA 46-1401,9,4.89
2023,Primary,City of Seattle,Council District No. 5,Boegart Bibby,SEA 46-1402,6,4
2023,Primary,City of Seattle,Council District No. 5,Boegart Bibby,SEA 46-1403,4,2.3
2023,Primary,City of Seattle,Council District No. 5,Boegart Bibby,SEA 46-1404,4,3.08
2023,Primary,City of Seattle,Council District No. 5,Boegart Bibby,SEA 46-2127,4,2.03
2023,Primary,City of Seattle,Council District No. 5,Boegart Bibby,SEA 46-2128,7,4.55
2023,Primary,City of Seattle,Council District No. 5,Boegart Bibby,SEA 46-2129,10,4.1
2023,Primary,City of Seattle,Council District No. 5,Boegart Bibby,SEA 46-2142,11,4.33
2023,Primary,City of Seattle,Council District No. 5,Boegart Bibby,SEA 46-2143,6,6.32
2023,Primary,City of Seattle,Council District No. 5,Boegart Bibby,SEA 46-2145,5,2.39
2023,Primary,City of Seattle,Council District No. 5,Boegart Bibby,SEA 46-2152,6,5.13
2023,Primary,City of Seattle,Council District No. 5,Boegart Bibby,SEA 46-2228,5,2.96
2023,Primary,City of Seattle,Council District No. 5,Boegart Bibby,SEA 46-2268,15,6.91
2023,Primary,City of Seattle,Council District No. 5,Boegart Bibby,SEA 46-2282,28,9.18
2023,Primary,City of Seattle,Council District No. 5,Boegart Bibby,SEA 46-2283,7,5.88
2023,Primary,City of Seattle,Council District No. 5,Boegart Bibby,SEA 46-2292,3,1.46
2023,Primary,City of Seattle,Council District No. 5,Boegart Bibby,SEA 46-2293,14,6.19
2023,Primary,City of Seattle,Council District No. 5,Boegart Bibby,SEA 46-2295,16,7.41
2023,Primary,City of Seattle,Council District No. 5,Boegart Bibby,SEA 46-2296,15,10.07
2023,Primary,City of Seattle,Council District No. 5,Boegart Bibby,SEA 46-2297,7,6.54
2023,Primary,City of Seattle,Council District No. 5,Boegart Bibby,SEA 46-2298,9,5.84
2023,Primary,City of Seattle,Council District No. 5,Boegart Bibby,SEA 46-2299,7,4.96
2023,Primary,City of Seattle,Council District No. 5,Boegart Bibby,SEA 46-2303,3,1.96
2023,Primary,City of Seattle,Council District No. 5,Boegart Bibby,SEA 46-2304,11,6.96
2023,Primary,City of Seattle,Council District No. 5,Boegart Bibby,SEA 46-2305,12,7.1
2023,Primary,City of Seattle,Council District No. 5,Boegart Bibby,SEA 46-2306,6,4.55
2023,Primary,City of Seattle,Council District No. 5,Boegart Bibby,SEA 46-2307,6,4.32
2023,Primary,City of Seattle,Council District No. 5,Boegart Bibby,SEA 46-2308,9,5.2
2023,Primary,City of Seattle,Council District No. 5,Boegart Bibby,SEA 46-2309,6,4.76
2023,Primary,City of Seattle,Council District No. 5,Boegart Bibby,SEA 46-2310,7,3.38
2023,Primary,City of Seattle,Council District No. 5,Boegart Bibby,SEA 46-2311,7,3.12
2023,Primary,City of Seattle,Council District No. 5,Boegart Bibby,SEA 46-2313,4,3.39
2023,Primary,City of Seattle,Council District No. 5,Boegart Bibby,SEA 46-2314,8,4.57
2023,Primary,City of Seattle,Council District No. 5,Boegart Bibby,SEA 46-2316,10,5.68
2023,Primary,City of Seattle,Council District No. 5,Boegart Bibby,SEA 46-2317,7,3.63
2023,Primary,City of Seattle,Council District No. 5,Boegart Bibby,SEA 46-2318,6,5.04
2023,Primary,City of Seattle,Council District No. 5,Boegart Bibby,SEA 46-2319,5,2.44
2023,Primary,City of Seattle,Council District No. 5,Boegart Bibby,SEA 46-2320,3,2.36
2023,Primary,City of Seattle,Council District No. 5,Boegart Bibby,SEA 46-2321,5,2.96
2023,Primary,City of Seattle,Council District No. 5,Boegart Bibby,SEA 46-2322,7,3.43
2023,Primary,City of Seattle,Council District No. 5,Boegart Bibby,SEA 46-2323,5,2.14
2023,Primary,City of Seattle,Council District No. 5,Boegart Bibby,SEA 46-2324,14,8.92
2023,Primary,City of Seattle,Council District No. 5,Boegart Bibby,SEA 46-2325,2,1.03
2023,Primary,City of Seattle,Council District No. 5,Boegart Bibby,SEA 46-2326,8,4.76
2023,Primary,City of Seattle,Council District No. 5,Boegart Bibby,SEA 46-2327,5,5.21
2023,Primary,City of Seattle,Council District No. 5,Boegart Bibby,SEA 46-2328,5,4.24
2023,Primary,City of Seattle,Council District No. 5,Boegart Bibby,SEA 46-2330,2,1.25
2023,Primary,City of Seattle,Council District No. 5,Boegart Bibby,SEA 46-2332,5,4.55
2023,Primary,City of Seattle,Council District No. 5,Boegart Bibby,SEA 46-2333,7,5.26
2023,Primary,City of Seattle,Council District No. 5,Boegart Bibby,SEA 46-2334,5,2
2023,Primary,City of Seattle,Council District No. 5,Boegart Bibby,SEA 46-2335,14,6.51
2023,Primary,City of Seattle,Council District No. 5,Boegart Bibby,SEA 46-2336,13,5.35
2023,Primary,City of Seattle,Council District No. 5,Boegart Bibby,SEA 46-2337,5,3.5
2023,Primary,City of Seattle,Council District No. 5,Boegart Bibby,SEA 46-2338,4,2.94
2023,Primary,City of Seattle,Council District No. 5,Boegart Bibby,SEA 46-2339,3,2.78
2023,Primary,City of Seattle,Council District No. 5,Boegart Bibby,SEA 46-2340,11,4.91
2023,Primary,City of Seattle,Council District No. 5,Boegart Bibby,SEA 46-2341,9,3.59
2023,Primary,City of Seattle,Council District No. 5,Boegart Bibby,SEA 46-2342,7,4.38
2023,Primary,City of Seattle,Council District No. 5,Boegart Bibby,SEA 46-2343,6,4.72
2023,Primary,City of Seattle,Council District No. 5,Boegart Bibby,SEA 46-2344,7,5.56
2023,Primary,City of Seattle,Council District No. 5,Boegart Bibby,SEA 46-2345,12,8.51
2023,Primary,City of Seattle,Council District No. 5,Boegart Bibby,SEA 46-2346,10,4.41
2023,Primary,City of Seattle,Council District No. 5,Boegart Bibby,SEA 46-2347,8,3.67
2023,Primary,City of Seattle,Council District No. 5,Boegart Bibby,SEA 46-2348,4,3.1
2023,Primary,City of Seattle,Council District No. 5,Boegart Bibby,SEA 46-2349,10,7.09
2023,Primary,City of Seattle,Council District No. 5,Boegart Bibby,SEA 46-2350,3,1.96
2023,Primary,City of Seattle,Council District No. 5,Boegart Bibby,SEA 46-2351,5,3.79
2023,Primary,City of Seattle,Council District No. 5,Boegart Bibby,SEA 46-2352,10,7.3
2023,Primary,City of Seattle,Council District No. 5,Boegart Bibby,SEA 46-2353,1,1.14
2023,Primary,City of Seattle,Council District No. 5,Boegart Bibby,SEA 46-2355,8,6.11
2023,Primary,City of Seattle,Council District No. 5,Boegart Bibby,SEA 46-2357,12,5.41
2023,Primary,City of Seattle,Council District No. 5,Boegart Bibby,SEA 46-2358,11,6.51
2023,Primary,City of Seattle,Council District No. 5,Boegart Bibby,SEA 46-2359,3,1.86
2023,Primary,City of Seattle,Council District No. 5,Boegart Bibby,SEA 46-2360,7,4.29
2023,Primary,City of Seattle,Council District No. 5,Boegart Bibby,SEA 46-2361,6,5.08
2023,Primary,City of Seattle,Council District No. 5,Boegart Bibby,SEA 46-2363,3,2.78
2023,Primary,City of Seattle,Council District No. 5,Boegart Bibby,SEA 46-2364,4,3.23
2023,Primary,City of Seattle,Council District No. 5,Boegart Bibby,SEA 46-2366,5,3.29
2023,Primary,City of Seattle,Council District No. 5,Boegart Bibby,SEA 46-2367,8,6.3
2023,Primary,City of Seattle,Council District No. 5,Boegart Bibby,SEA 46-2369,7,4.05
2023,Primary,City of Seattle,Council District No. 5,Boegart Bibby,SEA 46-2370,1,1.45
2023,Primary,City of Seattle,Council District No. 5,Boegart Bibby,SEA 46-2371,12,4.32
2023,Primary,City of Seattle,Council District No. 5,Boegart Bibby,SEA 46-2373,8,5.88
2023,Primary,City of Seattle,Council District No. 5,Boegart Bibby,SEA 46-2379,10,4.42
2023,Primary,City of Seattle,Council District No. 5,Boegart Bibby,SEA 46-2500,14,4.84
2023,Primary,City of Seattle,Council District No. 5,Boegart Bibby,SEA 46-2537,2,3.64
2023,Primary,City of Seattle,Council District No. 5,Boegart Bibby,SEA 46-2619,4,4.71
2023,Primary,City of Seattle,Council District No. 5,Boegart Bibby,SEA 46-2796,1,0.69
2023,Primary,City of Seattle,Council District No. 5,Boegart Bibby,SEA 46-3252,5,3.38
2023,Primary,City of Seattle,Council District No. 5,Boegart Bibby,SEA 46-3677,9,6
2023,Primary,City of Seattle,Council District No. 5,Boegart Bibby,SEA 46-3728,3,1.46
2023,Primary,City of Seattle,Council District No. 5,Boegart Bibby,SEA 46-3815,5,5.75
2023,Primary,City of Seattle,Council District No. 5,Boegart Bibby,SEA 46-3959,7,8.05
2023,Primary,City of Seattle,Council District No. 5,Cathy Moore,SEA 32-2153,33,26.61
2023,Primary,City of Seattle,Council District No. 5,Cathy Moore,SEA 32-2200,71,37.37
2023,Primary,City of Seattle,Council District No. 5,Cathy Moore,SEA 32-2201,99,48.29
2023,Primary,City of Seattle,Council District No. 5,Cathy Moore,SEA 32-2202,71,35.86
2023,Primary,City of Seattle,Council District No. 5,Cathy Moore,SEA 32-2203,44,25.58
2023,Primary,City of Seattle,Council District No. 5,Cathy Moore,SEA 32-2204,36,22.22
2023,Primary,City of Seattle,Council District No. 5,Cathy Moore,SEA 32-2206,74,38.34
2023,Primary,City of Seattle,Council District No. 5,Cathy Moore,SEA 32-2208,60,34.88
2023,Primary,City of Seattle,Council District No. 5,Cathy Moore,SEA 32-2209,123,43.16
2023,Primary,City of Seattle,Council District No. 5,Cathy Moore,SEA 32-2210,147,47.73
2023,Primary,City of Seattle,Council District No. 5,Cathy Moore,SEA 32-2211,60,25.53
2023,Primary,City of Seattle,Council District No. 5,Cathy Moore,SEA 32-2215,153,48.73
2023,Primary,City of Seattle,Council District No. 5,Cathy Moore,SEA 32-2216,73,34.93
2023,Primary,City of Seattle,Council District No. 5,Cathy Moore,SEA 32-2217,53,29.94
2023,Primary,City of Seattle,Council District No. 5,Cathy Moore,SEA 32-2218,66,30.56
2023,Primary,City of Seattle,Council District No. 5,Cathy Moore,SEA 32-2221,49,26.92
2023,Primary,City of Seattle,Council District No. 5,Cathy Moore,SEA 32-2224,56,29.17
2023,Primary,City of Seattle,Council District No. 5,Cathy Moore,SEA 32-2539,80,28.17
2023,Primary,City of Seattle,Council District No. 5,Cathy Moore,SEA 32-3568,28,22.05
2023,Primary,City of Seattle,Council District No. 5,Cathy Moore,SEA 32-3656,53,29.61
2023,Primary,City of Seattle,Council District No. 5,Cathy Moore,SEA 32-3746,26,26.53
2023,Primary,City of Seattle,Council District No. 5,Cathy Moore,SEA 32-3943,19,24.05
2023,Primary,City of Seattle,Council District No. 5,Cathy Moore,SEA 32-3944,21,19.81
2023,Primary,City of Seattle,Council District No. 5,Cathy Moore,SEA 36-2125,47,26.7
2023,Primary,City of Seattle,Council District No. 5,Cathy Moore,SEA 36-2126,51,20.9
2023,Primary,City of Seattle,Council District No. 5,Cathy Moore,SEA 36-2130,39,26.9
2023,Primary,City of Seattle,Council District No. 5,Cathy Moore,SEA 36-2131,44,23.91
2023,Primary,City of Seattle,Council District No. 5,Cathy Moore,SEA 36-2133,37,21.26
2023,Primary,City of Seattle,Council District No. 5,Cathy Moore,SEA 36-2134,38,19.29
2023,Primary,City of Seattle,Council District No. 5,Cathy Moore,SEA 36-2517,60,26.09
2023,Primary,City of Seattle,Council District No. 5,Cathy Moore,SEA 36-2518,55,28.95
2023,Primary,City of Seattle,Council District No. 5,Cathy Moore,SEA 36-2520,47,23.62
2023,Primary,City of Seattle,Council District No. 5,Cathy Moore,SEA 36-2523,120,47.81
2023,Primary,City of Seattle,Council District No. 5,Cathy Moore,SEA 36-2528,115,45.28
2023,Primary,City of Seattle,Council District No. 5,Cathy Moore,SEA 36-2529,100,49.5
2023,Primary,City of Seattle,Council District No. 5,Cathy Moore,SEA 36-2532,83,40.69
2023,Primary,City of Seattle,Council District No. 5,Cathy Moore,SEA 36-2533,63,36.63
2023,Primary,City of Seattle,Council District No. 5,Cathy Moore,SEA 36-2534,48,28.24
2023,Primary,City of Seattle,Council District No. 5,Cathy Moore,SEA 36-2535,40,19.51
2023,Primary,City of Seattle,Council District No. 5,Cathy Moore,SEA 36-2536,56,25
2023,Primary,City of Seattle,Council District No. 5,Cathy Moore,SEA 36-3153,77,39.29
2023,Primary,City of Seattle,Council District No. 5,Cathy Moore,SEA 36-3744,44,19.13
2023,Primary,City of Seattle,Council District No. 5,Cathy Moore,SEA 36-3972,24,24.49
2023,Primary,City of Seattle,Council District No. 5,Cathy Moore,SEA 46-1311,34,24.64
2023,Primary,City of Seattle,Council District No. 5,Cathy Moore,SEA 46-1400,45,29.8
2023,Primary,City of Seattle,Council District No. 5,Cathy Moore,SEA 46-1401,51,27.72
2023,Primary,City of Seattle,Council District No. 5,Cathy Moore,SEA 46-1402,30,20
2023,Primary,City of Seattle,Council District No. 5,Cathy Moore,SEA 46-1403,34,19.54
2023,Primary,City of Seattle,Council District No. 5,Cathy Moore,SEA 46-1404,23,17.69
2023,Primary,City of Seattle,Council District No. 5,Cathy Moore,SEA 46-2127,64,32.49
2023,Primary,City of Seattle,Council District No. 5,Cathy Moore,SEA 46-2128,29,18.83
2023,Primary,City of Seattle,Council District No. 5,Cathy Moore,SEA 46-2129,38,15.57
2023,Primary,City of Seattle,Council District No. 5,Cathy Moore,SEA 46-2142,76,29.92
2023,Primary,City of Seattle,Council District No. 5,Cathy Moore,SEA 46-2143,27,28.42
2023,Primary,City of Seattle,Council District No. 5,Cathy Moore,SEA 46-2145,83,39.71
2023,Primary,City of Seattle,Council District No. 5,Cathy Moore,SEA 46-2152,31,26.5
2023,Primary,City of Seattle,Council District No. 5,Cathy Moore,SEA 46-2228,42,24.85
2023,Primary,City of Seattle,Council District No. 5,Cathy Moore,SEA 46-2268,104,47.93
2023,Primary,City of Seattle,Council District No. 5,Cathy Moore,SEA 46-2282,99,32.46
2023,Primary,City of Seattle,Council District No. 5,Cathy Moore,SEA 46-2283,21,17.65
2023,Primary,City of Seattle,Council District No. 5,Cathy Moore,SEA 46-2292,56,27.18
2023,Primary,City of Seattle,Council District No. 5,Cathy Moore,SEA 46-2293,63,27.88
2023,Primary,City of Seattle,Council District No. 5,Cathy Moore,SEA 46-2295,70,32.41
2023,Primary,City of Seattle,Council District No. 5,Cathy Moore,SEA 46-2296,49,32.89
2023,Primary,City of Seattle,Council District No. 5,Cathy Moore,SEA 46-2297,29,27.1
2023,Primary,City of Seattle,Council District No. 5,Cathy Moore,SEA 46-2298,37,24.03
2023,Primary,City of Seattle,Council District No. 5,Cathy Moore,SEA 46-2299,33,23.4
2023,Primary,City of Seattle,Council District No. 5,Cathy Moore,SEA 46-2303,53,34.64
2023,Primary,City of Seattle,Council District No. 5,Cathy Moore,SEA 46-2304,72,45.57
2023,Primary,City of Seattle,Council District No. 5,Cathy Moore,SEA 46-2305,60,35.5
2023,Primary,City of Seattle,Council District No. 5,Cathy Moore,SEA 46-2306,45,34.09
2023,Primary,City of Seattle,Council District No. 5,Cathy Moore,SEA 46-2307,43,30.94
2023,Primary,City of Seattle,Council District No. 5,Cathy Moore,SEA 46-2308,69,39.88
2023,Primary,City of Seattle,Council District No. 5,Cathy Moore,SEA 46-2309,50,39.68
2023,Primary,City of Seattle,Council District No. 5,Cathy Moore,SEA 46-2310,81,39.13
2023,Primary,City of Seattle,Council District No. 5,Cathy Moore,SEA 46-2311,72,32.14
2023,Primary,City of Seattle,Council District No. 5,Cathy Moore,SEA 46-2313,15,12.71
2023,Primary,City of Seattle,Council District No. 5,Cathy Moore,SEA 46-2314,56,32
2023,Primary,City of Seattle,Council District No. 5,Cathy Moore,SEA 46-2316,57,32.39
2023,Primary,City of Seattle,Council District No. 5,Cathy Moore,SEA 46-2317,58,30.05
2023,Primary,City of Seattle,Council District No. 5,Cathy Moore,SEA 46-2318,42,35.29
2023,Primary,City of Seattle,Council District No. 5,Cathy Moore,SEA 46-2319,116,56.59
2023,Primary,City of Seattle,Council District No. 5,Cathy Moore,SEA 46-2320,47,37.01
2023,Primary,City of Seattle,Council District No. 5,Cathy Moore,SEA 46-2321,47,27.81
2023,Primary,City of Seattle,Council District No. 5,Cathy Moore,SEA 46-2322,60,29.41
2023,Primary,City of Seattle,Council District No. 5,Cathy Moore,SEA 46-2323,71,30.34
2023,Primary,City of Seattle,Council District No. 5,Cathy Moore,SEA 46-2324,30,19.11
2023,Primary,City of Seattle,Council District No. 5,Cathy Moore,SEA 46-2325,70,36.08
2023,Primary,City of Seattle,Council District No. 5,Cathy Moore,SEA 46-2326,52,30.95
2023,Primary,City of Seattle,Council District No. 5,Cathy Moore,SEA 46-2327,25,26.04
2023,Primary,City of Seattle,Council District No. 5,Cathy Moore,SEA 46-2328,38,32.2
2023,Primary,City of Seattle,Council District No. 5,Cathy Moore,SEA 46-2330,58,36.25
2023,Primary,City of Seattle,Council District No. 5,Cathy Moore,SEA 46-2332,25,22.73
2023,Primary,City of Seattle,Council District No. 5,Cathy Moore,SEA 46-2333,46,34.59
2023,Primary,City of Seattle,Council District No. 5,Cathy Moore,SEA 46-2334,81,32.4
2023,Primary,City of Seattle,Council District No. 5,Cathy Moore,SEA 46-2335,30,13.95
2023,Primary,City of Seattle,Council District No. 5,Cathy Moore,SEA 46-2336,76,31.28
2023,Primary,City of Seattle,Council District No. 5,Cathy Moore,SEA 46-2337,39,27.27
2023,Primary,City of Seattle,Council District No. 5,Cathy Moore,SEA 46-2338,33,24.26
